Month,Temperature_C,Humidity_PRC,Leaf_Wetness_Hr,Rainfall_mm,Wind_Speed_ms,UV_Index,Light_Intensity_Lux,Disease_Type
5,22.05,72.74,0.74,0.43,5.86,5.1,15139.0,Powdery Mildew
7,25.63,84.39,9.14,1.02,4.8,8.7,15096.0,Alternaria
4,12.89,85.99,13.2,0.8,5.69,2.5,14151.0,Apple Scab
8,22.96,71.57,0.24,0.84,0.86,4.6,17675.0,Powdery Mildew
4,23.91,88.89,4.35,2.44,1.8,4.3,11018.0,Fire Blight
5,13.52,88.82,7.67,3.28,3.42,3.7,8049.0,Apple Scab
4,16.27,89.13,11.21,7.81,3.69,3.2,500.0,Apple Scab
4,17.76,83.49,10.38,3.68,4.94,1.5,9040.0,Apple Scab
6,19.04,93.36,5.8,4.56,5.46,2.4,8304.0,Cedar Apple Rust
4,13.21,86.88,11.35,0.05,3.65,1.5,13839.0,Apple Scab
7,7.02,34.47,1.85,0.59,5.86,9.7,21119.0,Healthy
4,14.62,86.42,6.35,9.84,1.29,3.5,500.0,Apple Scab
4,20.39,21.16,1.2,1.87,2.24,7.3,18675.0,Healthy
10,29.78,42.91,2.56,0.45,3.51,6.1,19707.0,Healthy
6,11.66,86.31,8.0,4.94,1.13,2.3,4857.0,Apple Scab
4,13.79,89.65,8.53,1.1,5.9,1.8,11632.0,Apple Scab
7,21.75,73.86,1.54,0.23,3.46,2.5,17403.0,Powdery Mildew
4,14.31,93.09,13.86,5.02,0.89,3.6,6381.0,Apple Scab
6,20.1,29.97,2.34,0.23,4.45,6.2,21450.0,Healthy
5,24.47,88.05,7.47,2.23,4.63,3.7,12749.0,Fire Blight
6,23.43,66.73,0.15,0.46,5.47,4.9,17260.0,Powdery Mildew
5,18.09,92.87,7.73,7.38,5.41,3.3,753.0,Cedar Apple Rust
5,14.65,92.25,6.73,4.87,0.77,3.7,5113.0,Apple Scab
4,20.61,94.15,4.38,2.99,1.05,2.6,10979.0,Cedar Apple Rust
10,30.86,68.75,2.29,1.41,3.43,6.4,13661.0,Healthy
4,26.07,86.71,6.08,1.0,1.39,3.6,14842.0,Fire Blight
4,15.91,94.46,5.68,4.44,5.88,2.4,7175.0,Cedar Apple Rust
9,28.29,88.56,9.06,2.24,4.33,7.3,13020.0,Alternaria
7,25.14,68.47,0.48,0.99,4.0,5.8,15272.0,Powdery Mildew
8,25.19,85.79,16.07,1.11,0.55,5.0,12061.0,Alternaria
8,23.49,70.89,1.41,0.98,5.23,5.0,17513.0,Powdery Mildew
4,26.69,87.16,5.29,2.17,1.65,5.3,11415.0,Fire Blight
5,23.55,96.96,12.47,3.82,5.31,2.3,8406.0,Cedar Apple Rust
6,26.44,74.0,0.46,0.91,4.67,4.4,15585.0,Powdery Mildew
8,29.19,88.74,13.45,0.76,2.19,5.9,14773.0,Alternaria
4,21.47,87.87,5.04,0.53,5.7,4.9,15242.0,Fire Blight
4,14.1,84.9,10.16,3.01,1.32,1.1,8499.0,Apple Scab
5,16.14,95.31,3.64,7.7,0.78,2.5,1207.0,Cedar Apple Rust
4,17.06,86.91,8.81,3.42,3.32,1.8,10030.0,Apple Scab
4,17.94,88.7,11.94,7.13,0.52,2.0,1226.0,Apple Scab
7,18.65,64.06,0.14,0.55,5.53,2.3,18297.0,Powdery Mildew
8,21.55,90.31,12.62,1.42,1.54,5.1,12028.0,Alternaria
4,15.48,88.19,8.38,5.61,3.68,1.9,3780.0,Apple Scab
4,24.31,82.7,3.09,2.75,2.28,4.9,10525.0,Fire Blight
5,15.4,92.89,7.24,0.28,1.92,3.6,15131.0,Apple Scab
7,24.91,42.41,1.33,0.27,2.07,8.5,20342.0,Healthy
3,18.52,47.08,2.56,0.95,4.57,7.6,17140.0,Healthy
6,17.58,83.32,1.95,0.4,6.0,6.0,16191.0,Powdery Mildew
4,18.83,83.91,12.78,4.89,4.22,2.3,7634.0,Apple Scab
7,24.77,91.37,15.15,2.99,3.85,5.6,11219.0,Alternaria
5,10.97,88.6,7.08,10.31,3.68,1.9,500.0,Apple Scab
8,26.26,51.95,1.41,0.96,0.88,3.3,17165.0,Powdery Mildew
4,24.11,85.76,2.47,1.82,0.97,4.0,13059.0,Fire Blight
5,24.39,83.9,2.54,0.41,4.73,5.7,14416.0,Healthy
1,-5.0,53.37,2.31,0.35,2.16,9.5,17582.0,Healthy
6,11.58,86.72,7.91,1.91,3.26,1.8,13657.0,Apple Scab
11,27.12,49.15,0.89,1.08,0.54,7.0,18762.0,Healthy
6,20.03,93.15,6.07,5.13,4.84,3.1,4185.0,Cedar Apple Rust
8,21.6,83.52,10.03,1.92,1.66,8.3,11549.0,Alternaria
10,14.31,22.12,1.36,1.7,1.62,9.1,20013.0,Healthy
4,12.14,90.43,7.79,17.24,4.04,3.1,500.0,Apple Scab
5,12.81,88.12,12.37,4.06,5.82,2.5,6532.0,Apple Scab
5,24.29,86.04,7.78,3.59,5.37,4.1,7395.0,Fire Blight
4,14.03,86.78,10.67,5.56,1.78,4.0,4340.0,Apple Scab
9,28.34,86.03,6.02,1.12,3.7,7.9,14823.0,Alternaria
6,25.66,89.55,15.89,2.79,0.62,5.4,11017.0,Alternaria
4,22.32,96.95,10.73,2.0,1.81,3.7,12785.0,Cedar Apple Rust
8,26.65,90.11,15.66,1.4,0.69,8.4,11731.0,Alternaria
4,15.12,84.78,10.48,4.78,2.71,2.3,6760.0,Apple Scab
6,25.23,28.25,0.07,0.24,1.42,3.7,22982.0,Healthy
6,24.24,87.78,10.89,0.19,0.76,8.0,15262.0,Alternaria
2,0.57,49.55,1.27,0.52,0.68,6.8,20907.0,Healthy
6,13.79,90.98,12.31,1.84,5.93,3.3,12655.0,Apple Scab
4,26.82,84.76,3.14,2.77,2.7,4.8,11434.0,Fire Blight
6,21.99,91.98,6.91,4.37,2.45,2.4,7333.0,Cedar Apple Rust
7,29.41,91.85,13.86,0.42,5.16,5.0,13075.0,Alternaria
12,25.71,69.56,0.97,0.77,1.3,7.0,15039.0,Healthy
4,13.58,93.87,8.59,13.72,0.66,2.7,500.0,Apple Scab
10,12.91,35.69,2.5,0.08,5.62,2.8,21898.0,Healthy
5,24.42,84.52,4.37,2.78,4.24,6.9,11987.0,Fire Blight
1,12.49,68.43,1.34,1.19,5.29,7.6,15545.0,Healthy
4,15.29,93.2,8.19,7.55,3.56,3.0,1759.0,Apple Scab
7,11.41,59.25,0.97,1.47,0.78,6.5,16498.0,Healthy
4,19.04,87.57,5.91,3.81,1.84,7.0,9625.0,Fire Blight
5,17.66,68.59,1.79,0.95,2.43,2.0,17027.0,Powdery Mildew
3,34.92,28.28,0.01,1.73,5.0,4.1,20894.0,Healthy
6,25.14,75.7,1.88,0.64,1.07,5.9,17143.0,Powdery Mildew
7,17.65,78.66,1.97,0.47,3.3,2.0,15011.0,Powdery Mildew
2,-2.1,19.0,0.72,1.68,5.98,4.6,19568.0,Healthy
5,17.63,88.61,8.09,2.82,5.6,1.6,11007.0,Apple Scab
5,21.16,75.62,5.87,1.99,5.55,6.5,12220.0,Fire Blight
6,19.17,94.79,11.23,0.15,3.67,2.1,14847.0,Cedar Apple Rust
6,13.39,83.59,9.32,7.36,1.02,2.2,3459.0,Apple Scab
7,26.44,61.46,2.26,0.18,1.71,6.7,18420.0,Healthy
4,17.05,90.66,10.82,4.89,1.15,1.1,4927.0,Apple Scab
5,11.66,87.74,8.21,0.07,5.89,3.1,16431.0,Apple Scab
2,15.41,45.13,2.6,0.19,5.39,8.6,19110.0,Healthy
4,20.31,85.96,6.98,3.9,0.96,3.4,7080.0,Fire Blight
4,21.09,97.24,7.29,4.17,2.52,1.5,6817.0,Cedar Apple Rust
4,19.93,88.45,3.99,0.76,5.66,4.1,13750.0,Fire Blight
7,24.3,83.18,11.38,0.01,0.79,8.5,18207.0,Alternaria
6,20.7,96.87,5.97,5.31,3.02,3.7,5112.0,Cedar Apple Rust
7,24.63,85.31,13.11,1.46,2.27,5.0,13095.0,Alternaria
4,18.2,97.64,7.82,5.28,4.49,3.6,4033.0,Cedar Apple Rust
8,28.21,85.51,12.27,0.68,0.61,5.3,15979.0,Alternaria
6,23.24,86.47,13.02,1.01,4.86,8.4,14319.0,Alternaria
6,18.8,95.93,7.8,5.49,3.71,4.0,4315.0,Cedar Apple Rust
9,28.26,90.43,8.22,1.75,4.07,8.6,13045.0,Alternaria
5,20.3,83.25,4.2,0.92,2.42,4.8,14537.0,Fire Blight
4,17.93,91.73,10.26,6.63,2.33,3.5,2520.0,Apple Scab
5,27.97,85.58,4.98,3.14,4.08,6.4,9500.0,Fire Blight
6,28.99,70.13,0.23,0.2,1.3,5.5,17704.0,Powdery Mildew
8,21.52,81.04,1.05,0.81,4.31,3.7,16112.0,Powdery Mildew
8,17.26,39.08,1.89,0.26,3.27,6.5,20514.0,Healthy
4,18.12,76.19,5.55,3.44,2.39,4.0,11594.0,Fire Blight
4,19.83,95.48,8.71,5.55,3.52,3.1,3510.0,Cedar Apple Rust
5,26.08,82.33,4.56,0.72,5.73,6.0,13741.0,Fire Blight
8,27.56,91.02,13.69,1.72,5.03,6.1,13638.0,Alternaria
5,14.63,87.45,7.89,5.42,1.72,1.7,6788.0,Apple Scab
5,21.82,41.91,0.55,2.19,5.39,2.4,16835.0,Healthy
9,29.0,87.14,15.3,2.64,1.83,6.4,12259.0,Alternaria
9,30.54,76.54,8.91,0.14,4.92,6.1,17213.0,Alternaria
5,28.91,81.06,0.11,0.91,5.06,5.2,14105.0,Powdery Mildew
6,18.59,95.42,8.47,8.23,5.02,3.9,500.0,Cedar Apple Rust
5,13.36,86.14,9.84,8.87,1.78,3.7,569.0,Apple Scab
5,16.8,88.27,10.22,11.1,1.69,2.9,500.0,Apple Scab
2,32.38,66.13,0.12,0.02,3.6,5.3,20220.0,Healthy
5,12.47,89.75,8.45,1.38,2.35,3.5,13203.0,Apple Scab
5,22.99,93.29,5.24,0.72,0.67,6.8,14079.0,Fire Blight
7,26.28,96.91,14.57,0.43,3.33,7.0,13345.0,Alternaria
7,28.81,82.29,9.54,1.07,2.01,7.7,16209.0,Alternaria
5,16.29,74.23,0.44,0.5,0.95,5.9,16614.0,Powdery Mildew
4,16.7,92.54,9.77,8.9,2.93,1.9,500.0,Apple Scab
8,24.06,81.35,1.53,0.76,2.7,3.6,16742.0,Powdery Mildew
7,23.2,80.92,1.34,0.5,2.54,3.6,17263.0,Powdery Mildew
5,20.97,89.58,8.19,8.87,4.28,1.3,500.0,Cedar Apple Rust
5,20.22,96.38,9.87,4.95,1.96,3.7,6732.0,Cedar Apple Rust
5,25.96,86.31,6.88,2.46,4.25,3.2,13785.0,Fire Blight
6,21.01,94.22,7.74,3.29,4.0,2.0,10187.0,Cedar Apple Rust
9,28.21,76.1,13.8,2.89,3.41,5.7,10723.0,Alternaria
8,30.28,91.84,15.53,2.57,0.73,7.6,11984.0,Alternaria
7,19.03,92.45,13.74,0.88,3.01,6.9,14700.0,Alternaria
6,19.77,64.83,1.61,0.13,1.9,5.8,19503.0,Powdery Mildew
11,21.14,24.77,0.38,0.03,1.32,5.1,25683.0,Healthy
1,32.74,37.38,0.66,0.09,4.81,8.2,20546.0,Healthy
8,19.57,74.61,0.63,0.93,5.55,4.8,16243.0,Powdery Mildew
4,27.64,51.28,0.65,0.3,2.58,4.0,20893.0,Healthy
6,23.71,74.78,1.17,0.2,2.23,5.0,17306.0,Powdery Mildew
3,13.31,45.85,0.79,0.23,2.95,7.5,20072.0,Healthy
6,23.61,96.49,9.85,4.53,4.25,3.7,5265.0,Cedar Apple Rust
6,18.0,88.26,8.01,9.12,3.41,1.4,500.0,Apple Scab
8,30.05,58.99,1.39,0.86,3.18,4.8,16600.0,Healthy
5,14.63,93.58,7.96,2.93,2.89,2.0,10618.0,Apple Scab
8,17.82,67.88,1.75,0.63,0.65,2.3,15962.0,Powdery Mildew
5,24.35,79.14,3.3,0.66,2.06,5.6,17927.0,Fire Blight
7,24.82,86.79,9.8,0.91,4.5,6.4,16396.0,Alternaria
8,25.61,53.9,0.57,0.44,0.58,2.4,17218.0,Powdery Mildew
5,21.37,94.57,8.25,7.02,0.56,2.8,1901.0,Cedar Apple Rust
6,20.19,61.22,0.06,0.27,2.88,2.4,19096.0,Powdery Mildew
7,26.52,88.11,13.49,2.21,0.7,6.8,12267.0,Alternaria
4,23.62,92.11,6.87,2.42,4.74,6.0,10446.0,Fire Blight
7,20.76,65.54,0.14,0.25,0.6,5.9,17330.0,Powdery Mildew
8,23.63,96.17,10.34,2.47,4.15,5.6,12101.0,Alternaria
5,26.98,92.2,5.66,2.93,4.08,4.8,10303.0,Fire Blight
7,22.05,80.34,7.78,1.41,0.88,7.3,14192.0,Alternaria
5,15.8,87.56,9.48,0.39,4.13,3.0,15277.0,Apple Scab
6,29.12,47.1,0.23,0.46,5.41,5.6,20078.0,Healthy
8,27.82,36.57,2.5,0.27,3.31,4.6,20847.0,Healthy
6,19.58,98.59,3.72,7.57,2.66,3.6,500.0,Cedar Apple Rust
5,20.69,50.94,1.3,3.32,3.65,8.8,13003.0,Healthy
4,21.14,82.86,4.73,2.02,2.36,4.4,11885.0,Fire Blight
6,14.07,86.28,11.28,8.11,1.62,2.7,500.0,Apple Scab
7,21.86,67.73,1.4,0.65,1.4,2.7,17011.0,Powdery Mildew
1,24.22,23.44,2.82,0.04,4.93,3.1,23345.0,Healthy
5,25.97,80.12,4.59,0.55,3.04,3.0,14868.0,Fire Blight
12,12.77,57.77,1.87,0.78,2.7,7.9,18066.0,Healthy
6,25.82,78.83,0.46,0.73,1.72,5.3,15961.0,Powdery Mildew
6,12.88,89.17,8.46,3.23,5.85,1.3,9102.0,Apple Scab
5,24.04,85.39,6.95,3.13,5.64,4.7,9855.0,Fire Blight
7,19.47,36.47,0.95,0.47,1.15,5.7,19884.0,Healthy
4,22.23,96.75,7.81,5.87,2.49,2.2,3190.0,Cedar Apple Rust
4,15.83,88.2,8.33,1.01,5.31,2.5,13897.0,Apple Scab
6,22.06,78.02,1.62,0.49,4.59,2.6,15878.0,Powdery Mildew
5,29.62,83.67,6.4,0.61,3.03,4.8,15934.0,Fire Blight
7,18.15,66.44,1.61,0.18,1.02,3.0,17565.0,Powdery Mildew
4,23.11,94.75,9.39,3.88,4.42,2.8,8190.0,Cedar Apple Rust
6,28.07,68.88,1.21,0.54,3.51,5.3,18117.0,Powdery Mildew
8,18.49,77.35,0.56,0.56,1.56,3.6,14537.0,Powdery Mildew
6,14.7,88.03,7.67,7.66,3.43,2.9,1107.0,Apple Scab
8,19.83,49.54,0.18,0.03,2.66,8.0,21802.0,Healthy
5,23.16,60.37,0.92,0.37,2.38,2.8,17471.0,Powdery Mildew
8,37.84,38.62,0.24,2.43,0.98,2.1,14225.0,Healthy
5,13.35,93.61,10.07,2.72,0.64,1.7,9024.0,Apple Scab
9,29.61,89.69,7.22,1.54,1.91,6.8,13155.0,Alternaria
6,16.4,86.67,9.74,3.66,1.32,2.8,9928.0,Apple Scab
5,24.94,94.43,1.74,2.33,4.11,5.6,10744.0,Fire Blight
6,27.32,91.96,10.32,0.33,2.75,7.2,16930.0,Alternaria
6,24.16,91.09,14.76,0.17,3.45,7.6,13676.0,Alternaria
6,25.52,81.57,10.79,0.58,0.8,8.7,15826.0,Alternaria
5,19.9,94.67,8.78,5.32,3.2,1.6,3319.0,Cedar Apple Rust
6,29.84,89.29,12.09,2.55,4.23,5.8,11522.0,Alternaria
8,22.6,66.3,1.17,0.07,1.46,6.0,18506.0,Powdery Mildew
5,18.24,78.75,5.65,2.77,2.61,4.1,12429.0,Fire Blight
4,22.3,83.19,3.25,3.82,4.83,6.3,9597.0,Fire Blight
6,14.76,87.65,9.29,3.06,5.26,3.0,10471.0,Apple Scab
1,28.32,64.39,0.2,0.17,0.53,6.0,18905.0,Healthy
6,16.19,86.07,9.93,2.0,4.02,2.8,10719.0,Apple Scab
10,24.47,42.51,1.51,0.71,5.61,8.7,17327.0,Healthy
4,22.82,87.95,8.79,2.23,2.11,4.3,11984.0,Fire Blight
7,26.53,83.96,9.62,3.0,3.77,8.1,10378.0,Alternaria
2,8.78,42.91,2.07,3.66,0.58,4.5,14029.0,Healthy
7,21.6,73.87,0.04,0.22,1.01,2.9,17699.0,Powdery Mildew
7,24.26,90.05,12.16,1.0,5.18,7.0,14348.0,Alternaria
10,16.92,45.07,2.88,0.53,3.93,9.9,19109.0,Healthy
8,22.25,69.16,0.35,0.26,0.72,4.4,16773.0,Powdery Mildew
8,28.51,93.19,15.78,0.94,4.1,8.4,13999.0,Alternaria
5,23.97,83.19,4.85,1.01,0.82,3.1,16625.0,Fire Blight
7,18.39,63.85,0.45,0.4,0.95,3.4,18535.0,Powdery Mildew
8,23.67,88.24,17.54,2.08,2.81,6.4,12218.0,Alternaria
4,21.75,87.15,5.38,2.87,3.06,4.3,10167.0,Fire Blight
4,21.55,84.39,7.47,2.91,4.05,3.6,10738.0,Fire Blight
4,20.42,97.79,6.93,8.42,3.86,1.8,500.0,Cedar Apple Rust
5,16.14,87.25,15.0,1.29,1.59,2.6,13935.0,Apple Scab
4,17.43,88.59,6.95,7.04,2.88,3.6,1529.0,Apple Scab
5,18.5,89.53,11.59,1.05,1.01,2.1,14019.0,Apple Scab
10,14.61,57.04,1.2,1.11,0.79,8.4,17857.0,Healthy
8,27.34,86.26,16.58,2.68,4.39,6.5,12441.0,Alternaria
4,14.64,86.37,9.03,6.32,0.83,1.8,3864.0,Apple Scab
5,17.68,71.28,0.35,0.45,5.67,2.7,19235.0,Powdery Mildew
7,26.26,66.68,0.64,0.47,2.33,4.2,16779.0,Powdery Mildew
4,19.98,96.33,10.96,2.81,5.74,2.9,10289.0,Cedar Apple Rust
5,16.32,89.42,9.82,1.47,1.48,2.2,14520.0,Apple Scab
2,23.31,38.83,2.23,0.28,3.8,9.1,20275.0,Healthy
8,20.26,65.58,0.25,0.29,5.09,3.2,16958.0,Powdery Mildew
10,28.44,68.96,0.4,1.47,1.51,3.5,12272.0,Healthy
6,27.58,63.04,0.3,0.99,2.12,4.4,18125.0,Powdery Mildew
8,27.5,66.41,0.93,0.07,3.24,2.3,17409.0,Powdery Mildew
4,23.38,81.93,5.07,1.38,5.19,7.0,13511.0,Fire Blight
5,20.93,86.89,3.16,2.64,5.85,6.2,9571.0,Fire Blight
4,25.43,88.29,7.13,0.79,0.86,5.3,14718.0,Fire Blight
6,21.78,85.65,16.6,2.44,4.98,7.5,11313.0,Alternaria
4,20.19,95.15,3.02,5.16,2.73,3.8,5981.0,Cedar Apple Rust
6,15.02,88.37,10.21,2.65,3.56,4.0,10321.0,Apple Scab
9,18.85,72.0,2.33,0.59,0.74,5.4,15691.0,Healthy
12,31.2,35.6,1.32,0.75,0.7,4.4,21595.0,Healthy
8,15.02,52.08,2.88,7.17,2.02,5.3,4287.0,Healthy
5,18.47,90.65,11.03,4.43,3.31,3.5,7373.0,Apple Scab
5,26.82,85.18,4.67,0.89,4.18,6.4,15194.0,Fire Blight
8,19.68,79.0,0.37,0.99,5.29,4.4,15109.0,Powdery Mildew
6,18.74,58.57,0.77,2.89,2.16,8.3,13235.0,Healthy
4,17.08,87.5,11.18,4.25,2.62,2.5,8268.0,Apple Scab
9,24.9,76.12,2.72,0.32,0.88,9.7,16553.0,Healthy
7,19.7,74.0,0.8,0.8,1.98,4.3,15488.0,Powdery Mildew
5,14.65,90.03,10.3,4.27,0.58,2.7,5709.0,Apple Scab
6,13.02,88.34,10.75,2.37,4.51,2.9,10560.0,Apple Scab
6,11.67,86.53,13.52,1.38,2.36,2.3,13469.0,Apple Scab
5,15.84,94.27,5.75,0.61,3.49,3.3,14380.0,Apple Scab
5,17.78,87.11,4.38,2.08,4.82,4.2,12529.0,Fire Blight
8,29.17,75.36,0.06,0.73,2.46,2.0,16568.0,Powdery Mildew
5,32.79,49.21,0.53,0.25,4.1,7.9,19866.0,Healthy
6,14.18,86.95,11.99,6.7,1.9,1.1,4505.0,Apple Scab
8,23.15,87.1,10.79,0.01,0.93,6.7,18668.0,Alternaria
4,27.96,89.33,6.85,3.08,2.91,5.2,9599.0,Fire Blight
9,26.25,88.23,8.29,2.28,1.86,7.9,11304.0,Alternaria
4,20.45,78.33,7.0,3.57,1.08,5.7,10836.0,Fire Blight
8,23.12,47.38,2.75,0.19,4.41,8.6,19489.0,Healthy
4,22.14,81.42,4.16,2.55,2.81,5.4,11486.0,Fire Blight
10,24.6,66.76,2.45,0.25,1.49,9.7,18286.0,Healthy
5,18.06,88.6,12.42,4.54,5.48,3.1,8120.0,Apple Scab
4,15.8,88.4,10.3,3.78,3.45,2.1,7490.0,Apple Scab
4,14.35,88.17,7.43,4.89,3.9,1.2,6357.0,Apple Scab
4,19.11,94.48,8.9,4.81,5.33,1.8,5281.0,Cedar Apple Rust
9,25.47,87.55,9.32,2.59,2.59,6.5,10669.0,Alternaria
5,16.1,73.53,0.06,0.09,5.69,2.3,16724.0,Powdery Mildew
5,22.61,77.14,4.0,1.04,5.63,5.2,17136.0,Fire Blight
5,16.96,92.41,7.25,5.5,3.52,2.5,4295.0,Apple Scab
8,10.31,44.08,1.93,0.85,4.13,3.7,18294.0,Healthy
10,-1.49,67.83,1.92,0.83,2.82,2.3,17233.0,Healthy
4,24.44,85.59,4.09,3.18,5.03,6.1,8934.0,Fire Blight
5,20.82,94.27,4.34,5.21,4.26,2.5,5930.0,Cedar Apple Rust
4,15.98,91.4,11.35,3.32,2.41,2.9,9547.0,Apple Scab
10,34.49,33.92,1.51,1.81,2.28,4.1,17653.0,Healthy
5,22.51,86.31,8.08,3.88,5.74,5.5,8502.0,Fire Blight
3,12.04,38.0,1.94,0.25,1.46,5.2,22459.0,Healthy
6,26.61,88.08,11.93,2.26,4.99,8.3,12945.0,Alternaria
7,22.7,74.17,1.31,0.61,1.1,2.7,17063.0,Powdery Mildew
4,20.32,99.71,9.78,6.36,5.98,1.2,4703.0,Cedar Apple Rust
5,16.34,85.77,9.16,1.26,4.05,3.0,13031.0,Apple Scab
5,19.63,72.67,0.36,0.29,3.53,2.4,16548.0,Powdery Mildew
4,21.88,94.4,11.08,2.32,0.96,1.1,9563.0,Cedar Apple Rust
12,17.15,45.45,0.79,1.92,3.97,7.9,16206.0,Healthy
5,23.04,82.59,2.5,2.85,5.16,4.9,10985.0,Fire Blight
6,31.81,85.95,7.14,1.48,2.03,7.3,12334.0,Alternaria
6,13.97,81.96,10.16,6.25,2.72,2.3,5321.0,Apple Scab
5,22.93,95.52,5.33,0.72,2.07,3.9,13611.0,Cedar Apple Rust
8,26.12,93.87,14.75,2.27,4.72,6.1,10952.0,Alternaria
5,24.53,96.98,5.29,4.66,1.58,1.1,7412.0,Cedar Apple Rust
4,15.72,85.65,8.62,5.03,3.84,1.8,8090.0,Apple Scab
7,28.92,63.4,0.23,0.4,1.76,4.9,18412.0,Powdery Mildew
8,20.77,62.98,0.34,0.17,1.78,3.6,20438.0,Powdery Mildew
9,28.68,82.86,15.73,0.93,5.29,5.0,16166.0,Alternaria
6,20.97,97.57,5.02,6.52,2.02,3.6,2323.0,Cedar Apple Rust
4,20.61,90.76,6.08,2.99,5.71,6.0,9325.0,Fire Blight
6,14.62,89.96,12.41,5.21,0.62,3.1,5847.0,Apple Scab
4,15.22,88.65,10.88,5.58,2.83,1.5,6856.0,Apple Scab
6,21.14,94.87,5.46,8.5,2.15,1.1,500.0,Cedar Apple Rust
6,18.7,96.14,7.66,6.67,5.63,3.1,3887.0,Cedar Apple Rust
8,29.35,64.68,1.35,0.16,5.56,2.2,19605.0,Powdery Mildew
8,23.01,85.31,13.46,1.46,0.66,6.8,13666.0,Alternaria
4,18.77,90.84,7.77,6.42,4.51,1.3,2465.0,Cedar Apple Rust
5,19.37,91.66,5.6,5.76,2.72,2.0,2362.0,Cedar Apple Rust
7,20.07,80.72,0.26,0.11,4.99,2.4,16965.0,Powdery Mildew
7,15.85,75.35,0.82,0.48,2.16,3.4,16616.0,Powdery Mildew
6,28.48,87.76,12.77,2.96,1.22,6.7,10742.0,Alternaria
5,18.42,89.64,8.13,5.37,1.6,3.5,6963.0,Apple Scab
8,31.02,79.86,1.59,0.25,0.71,4.0,15873.0,Powdery Mildew
4,25.42,81.26,4.72,3.42,1.59,6.5,8887.0,Fire Blight
8,23.43,71.82,0.36,0.05,0.55,4.1,17673.0,Powdery Mildew
9,25.36,89.48,13.19,2.21,2.59,5.1,13955.0,Alternaria
5,20.25,63.82,1.45,0.62,0.93,2.2,19884.0,Powdery Mildew
8,18.37,70.82,1.21,0.54,1.06,5.0,18406.0,Powdery Mildew
8,28.73,93.35,11.96,2.93,3.44,7.9,9170.0,Alternaria
6,25.8,89.19,14.14,2.8,3.2,6.0,11343.0,Alternaria
4,9.4,52.07,0.48,1.7,2.45,2.7,15987.0,Healthy
6,25.9,59.59,1.22,0.04,3.46,4.9,17719.0,Powdery Mildew
6,19.34,75.51,0.91,0.77,4.62,2.4,15240.0,Powdery Mildew
5,8.47,55.37,1.22,1.46,0.71,8.8,17007.0,Healthy
8,19.15,83.15,0.26,0.74,1.4,4.6,13468.0,Powdery Mildew
8,29.11,71.73,0.67,0.86,4.79,4.0,16279.0,Powdery Mildew
4,14.15,83.42,11.1,3.24,0.69,2.7,8895.0,Apple Scab
6,23.93,85.93,8.89,2.92,1.98,6.7,11073.0,Alternaria
10,9.18,91.95,2.24,0.28,2.54,5.9,14514.0,Healthy
8,25.02,75.53,1.08,0.7,4.94,3.7,16327.0,Powdery Mildew
4,13.79,85.58,7.31,4.65,0.69,2.2,6743.0,Apple Scab
6,21.25,61.86,1.61,0.29,2.49,3.9,20052.0,Powdery Mildew
9,27.29,87.35,12.59,1.65,1.42,9.0,12465.0,Alternaria
4,12.73,88.69,11.02,2.03,3.05,1.9,11336.0,Apple Scab
6,25.5,93.7,16.64,0.53,3.89,6.3,16079.0,Alternaria
6,30.47,73.27,0.69,0.71,3.84,4.0,15812.0,Powdery Mildew
7,29.55,77.2,1.07,0.54,5.83,4.0,17182.0,Powdery Mildew
8,25.19,84.7,15.29,1.24,2.23,6.9,14256.0,Alternaria
2,11.14,44.06,1.45,0.44,3.97,6.1,19783.0,Healthy
6,10.5,50.67,0.91,3.56,1.77,2.4,12213.0,Healthy
7,20.37,72.07,1.6,0.19,3.38,2.7,17732.0,Powdery Mildew
6,21.11,94.34,9.74,6.1,0.54,1.1,3326.0,Cedar Apple Rust
3,16.23,44.88,2.93,0.11,0.81,6.2,21621.0,Healthy
4,16.51,88.18,10.23,2.84,4.04,2.2,11169.0,Apple Scab
4,15.2,84.82,9.97,5.47,3.76,2.4,6770.0,Apple Scab
6,26.52,87.88,5.96,0.9,1.72,6.9,12926.0,Alternaria
7,25.01,97.57,11.17,2.19,5.17,5.4,10669.0,Alternaria
6,15.74,92.64,9.55,9.27,3.37,2.5,500.0,Apple Scab
4,16.53,85.11,13.26,6.68,5.64,3.3,869.0,Apple Scab
5,17.44,96.4,10.33,4.25,4.4,3.3,6397.0,Cedar Apple Rust
6,13.96,84.96,9.07,5.36,4.2,1.9,5552.0,Apple Scab
6,11.86,80.51,10.63,6.98,2.39,2.5,2841.0,Apple Scab
4,19.25,95.22,9.09,0.0,5.37,2.8,16593.0,Cedar Apple Rust
4,16.0,94.58,6.45,4.36,4.91,2.8,7237.0,Cedar Apple Rust
6,23.38,66.8,1.37,0.31,3.33,2.2,16435.0,Powdery Mildew
12,14.59,52.71,2.47,3.96,4.95,7.0,11971.0,Healthy
8,28.52,64.47,1.68,0.91,4.06,4.0,15909.0,Powdery Mildew
6,16.66,89.85,5.4,1.53,2.77,2.6,12446.0,Apple Scab
1,-5.0,39.44,0.24,0.73,5.67,9.7,19624.0,Healthy
5,23.07,75.98,9.33,3.56,5.29,4.7,10503.0,Fire Blight
